Comentário;Sentimento
" Mudança de objetivos, estratégias e direcionamentos A CADA 3 MESES (de forma injustificada, infundada, desorganizada e contraproducente)  Falta de transparência da alta gestão;  Equipes tóxicas ganharam espaço na companhia, e o assédio e perseguição se tornaram constantes;  Contratações mal planejadas, com muitas pessoas deixadas à deriva em meio às inúmeras ""reestruturações"" que aconteciam mensalmente (consequentemente, prejudicando pessoas que largaram posições estáveis e promissoras em outras companhias, e acabaram sem função ou demitidas em pouquíssimos meses, independentemente de avaliação ou competência profissional);  Avaliações de desempenho completamente tendenciosas, sem critérios objetivos e que muitas vezes não serviram para NADA;  Péssimo aproveitamento do (excelente) quadro de funcionários que tinham (resultando nas demissões graduais e silenciosas dos últimos 4 meses + layoff de novembro + evasão de colaboradores + falta de motivação);  Falta de organização;  Definição de metas sem estudos prévios sobre tempo X esforço nas atividades, e aversão à renegociação de prazos por parte de determinados gestores (em atividades que NÃO demandavam tanta pressa, que NÃO estavam vinculadas a prazos ""fatais"" e que exigiam qualidade e esforços intelectuais na execução);  Do final do ano passado para cá, a ""cultura"" saudável que a empresa vendia ficou só no papel, e nos bons profissionais remanescentes na empresa;  A Dock se tornou um ambiente de hipocrisia, com um discurso da alta gestão desconexo da realidade;  Uma empresa que aparentemente são sabe para onde está indo, e esqueceu de onde veio.";negativo
Buscando se fortalecer no mercado;positivo
Não sei se conseguem valorizar a mão de obra que tem;negativo
Beneficios, ambiente de trabalho, oportunidades;positivo
Comunicacao e re alinhamentos estrategicos;negativo
Ótima empresa para se trabalhar;positivo
Nada a declarar de ruim até o momento;negativo
Empresa que possui ótima política de diversidade e inclusão.;positivo
Contrata com baixa frequencia e salários diversos para o mesmo cargo/função;negativo
Trabalhar Anywhere Seguro saude Caju;positivo
Organização na Squad Falta de clareza Salario;negativo
É uma empresa que ainda tem muitos desafios para conquistar, mas com certeza tem uma cultura muito boa de valorização do trabalhador.;positivo
Está passando por uma reestruturação no momento que está impactando nos processos da empresa, mas sei que é para construir um ambiente melhor;negativo
Culta da empresa é bem para frente.;positivo
Salários não são muito competitivos.;negativo
Salários acima da média, excelentes benefícios, principalmente os 6 meses de licença maternidade/paternidade.;positivo
falta de processos, péssima comunicação, pressão desnecessária, falta de alinhamento entre times tech e clientes, falta de documentação sólida sobre produtos e ferramentas.;negativo
Flexibilidade, homeoffice, inovação, possibilidade de crescimento;positivo
Falta de processos e ausência de direcionamento estratégico;negativo
Bom lugar para desenvolvimento profissional;positivo
As mudanças que todas as fintechs em crescimento passam, acabam por atrapalhar um pouco os colaboradores;negativo
Salário compatível com mercado, ótimos benefícios.;positivo
Gestão desorganizada, não dão muita atenção aos funcionários. Ferramenta de aprendizado ruim.;negativo
Benefícios e salário altos para a média do mercado.;positivo
A cultura ainda está fragilizada devido as constantes mudanças;negativo
Trabalho remoto e de horário flexível Cultura de diversidade muito forte Benefícios (licença parental unificada em 6 meses) Oportunidades de movimentação interna;positivo
Remuneração baixa (a menos que você seja um estrelinha do mercado) Mudanças de caminho/prioridade a todo momento, fica difícil planejar algo além do curto prazo Desorganização em vários aspectos Algumas regras mudam no meio do caminho (ex.: avaliação de desempenho);negativo
Execelentes benefícios Plano de Saúde fora do padrão e com excelente acessibilidade Salários acima da média do mercado brasileiro Inclusão e Humanização;positivo
Senti falta de apoio em relação a plano de carreira Precisam melhorar no acompanhamento dos colaboradores para sentir o feeling deles sobre a empresa;negativo
Empresa é 100% Homeoffice Liderança bem comunicativa e presente Empresa muito sólida e inovadora em seu mercado;positivo
A empresa acabou de resultar de um processo de aquisição de várias empresas, portanto está em um momento de ajuste de cultura e de colocar a casa em ordem. Quem espera um ambiente com tudo bem estabelecido, não vai se adaptar.;negativo
Desenvolvimento Benefícios Flexibilidade Bom time;positivo
Não tenho nenhum até aqui;negativo
Incentivo, horario flexivel e equipe muito boa;positivo
Não creio ter pontos negativos;negativo
Muito bacana a jornada até aqui;positivo
Falta direcionamento claro por parte da companhia em alguns momentos.;negativo
Home Office, salário, clima da empresa;positivo
Não há contras, empresa ótima;negativo
Excelente ambiente de trabalho, muito atenciosos e preocupados com empregado;positivo
Não consigo encontrar um 'contra' para ser dito;negativo
* Bons benefícios * Excelente ambiente de trabalho * Plano de carreira;positivo
O benefício do plano de saúde poderia ser melhor. Incluir pelo menos o esposo(a).;negativo
Só vejo de bom os benefícios;positivo
Ambiente tóxico, alta gestão cobra mas não acompanha os líderes e não sabe para onde quer ir. Falta de transparência e muitas mentiras faladas na reunião da empresa onde parece que está tudo bem e no dia seguinte desligam 200 pessoas com performance alta. Falta de disponibilidade da alta gestão para ajudar o time.;negativo
caju, bons beneficios, totalpass, bom plano de saude;positivo
layoff, falta de organização, falta de transparência, e mudanças a todo momento;negativo
Cultura da diversidade e respeito Bons benefícios Cultura engajada em solução;positivo
Falta de uma integração geral com os funcionários As vezes a comunicação entre áreas peca muito;negativo
 Uso de tecnologias atuais  Cultura de compartilhamento  Ótimos benefícios, o VR é um cartão multibenefícios, com um bom valor  Anywhere office;positivo
 Cultura de trabalho em excesso, várias pessoas estão sobrecarregadas  A antiga Dock se juntou com a Conductor e a Muxi em 2021, o que fez quintuplicar o número de funcionários do dia para a noite, causando muitos problemas, como inúmeras mudanças de prioridade, e a cultura piorar significamente.  Salário abaixo do mercado. Em alguns casos, pessoas são promovidas e não recebem aumento  Desorganização em diversos processos  Processo de avaliação de desempenho é desorganizado e não tem muita utilidade. Múltiplos funcionários com notas máximas e sem reconhecimento, fazendo com que alguns saíssem.  Liderança estipula prazos agressivos, e, apesar de dizer que são negociáveis, muitas vezes não são  No momento de entrada na empresa foram oferecidos até 5 salários de bônus por desempenho, porém existe zero transparência sobre esse bônus;negativo
Toda estrutura para que você possa peformar o seu máximo.;positivo
Não estão contratando PJ. No mais não temos do que reclamar.;negativo
" Regime de trabalho bastante flexível e remoto;  Produto desenvolvido pela empresa muito bom;  Ambiente de trabalho bastante saudável e com muito espaço para inovação;  Benefícios bem váriados e com valores acima do mercado;  Plano de carreira bem estruturado e com muita oportunidade de crescimento mesmo com pouca experiência;  Boa preocupação com o desenvolvimento dos funcionários;  Boa transparência da liderança com relação a resultados e estado da empresa.";positivo
" Gestão ainda é mal estruturada e com muitos gaps de governança;  Processos de maneira geral com mal desempenho que atrasa o trabalho;  Comunicação dentro da empresa é falha de modo geral;  Promessa de PLR muito mal definida e pouco clara.";negativo
Cultura incrível!!! Benefícios e salário bons. E a melhor coisa :anywhere office ✨;positivo
"Peca na comunicação as vezes ; crescimento acelerado e, portanto , você percebe desorganização";negativo
" Bons salários;  Bons benefícios;";positivo
" Burocracia no dia a dia;  Cultura burocrática;";negativo
Benefícios, salário, full home office e equipamentos de trabalho.;positivo
Gestão (não apoia a equipe, estipula metas surreais, pressão extrema o tempo todo).;negativo
Muito boa a empresa e é um lugar bom de trabalhar;positivo
Tem muita gente incompetente e burra que não trabalha de verdade.;negativo
Possibilidade de atuação em grandes projetos dos principais players Bom time de desenvolvimento Parte da diretoria é bem envolvida no dia a dia do time;positivo
Muita politicagem. Poucos ganhando muito e muitos ganhando pouco Algumas pessoas mais antigas da empresa a tratam como repartição pública e não como um unicórnio Pessoas fogem de suas atividades como o diabo da cruz A empresa começa uma mudança e no meio da mudança começa outra mudança. Todo o processo é muito confuso, nunca tem um norte claro para os colaboradores;negativo
Bom salário e bônus, clima agradável e bastante suporte em vários sentidos;positivo
