Comentário;Sentimento
Bom salário, benefício e ambiente.;positivo
Bem desafiador o trabalhado do dia a dia.;negativo
Justa, muita oportunidade de aprendizado, em constante mudança;positivo
Hora extra e plantões não remunerados;negativo
Bom salário e benefícios competitivos;positivo
Ambiente hostil no relacionamento entre áreas, muita burocracia para pouco resultado e regras corporativas que inviabilizam negócios locais;negativo
Muita autonomia, boas políticas de compensação e acesso ao conhecimento;positivo
Muita coisa pra fazer, burocracia, falta de investimento em áreas de negócio;negativo
Deversidade respeito as etinias .aprender mais;positivo
A buscar pela inovacao e satisfacao;negativo
Excelente lugar pra trabalhar e muita flexibilidade;positivo
Precisa se adaptar bastante a cultura;negativo
Muito bom, bela experiência mesmo;positivo
Nada contra, mas tudo pode melhorar;negativo
Ter o nomeda Microsoft no curriculo ajuda a abrir portas;positivo
Como vendor o contrato é anual só sabemos se vai ser renovado perto do fim do ano fiscal e plano de carreira não e claro e as vezes não tem um pno mesmo dependendo da atuaçao e função;negativo
Ótima empresa para começar a carreira, devido a grand visibilidade que voce passar a ter lá dentro. Gestores que tentam te ajudar, que te ensinam (claro, voce fazer certo e se destacar depende de voce mesmo). Clima descontraído, alem de possibilidade de home office.;positivo
Salario de estagio abaixo do esperado. Efetivacoes muitas vezes sao na verdade terceirizadas. Efetivacao quase sempre como trainee (muito concorrido) ou como terceirizado (crescimento mais lento e salario abaixo do que vc ganharia em outros lugares).;negativo
Bons benefícios, muito aprendizado, ambiente com respeito;positivo
Crescimento devagar de carreira, falta de transparencia;negativo
As pessoas são gentis e boas de se trabalhar;positivo
É muita ineficiência e burocracia para se aprovar um projeto;negativo
Flexibilidade Benefícios Facilidade para mudar de roles;positivo
Excesso de foco em contratação de minorias, atualmente baixando nível das contratações Work Life Balance;negativo
muito bom mesmo vá em frente;positivo
não paga em dia nada que promete;negativo
Ambiente altamente dinâmico e colaborativo, os profissionais geralmente são participativos e solícitos, minha equipe se preocupa com o desenvolvimento de todos e procura estar sempre à frente. A tecnologia está sempre a frente e tenho orgulho de oferecer o melhor para os clientes. A estrutura organizacional é eficiente e está atenta às tendências globais.;positivo
As vezes é difícil metrificar os pontos que são utilizados como medida de sucesso, ficando muitas vezes a mercê de interpretações do superior imediato ou do marketing pessoal, isso gera um ambiente muito focado em aparências e pouco focado em entregas. O ambiente de trabalho de um PFE é voltado principalmente em atender clientes externos, fazendo com que pouco se aproveite da estrutura interna da empresa, acredito que isso faz parte do tipo de trabalho porém poderiam existir outras formas de replicar o s benefícios das instalações internas mesmo quando o atendimento é feito em campo.;negativo
Empresa incrível para entrada no mercado de trabalho  sempre te desafia e te dá autonomia para trabalhar, as pessoas são muito receptivas e estão dispostas à ajudar quem está começando. Home office é muito bem visto  o importante é você entregar o seu trabalho, ninguém te julga se isso é feito de casa ou do escritório. O clima da empresa como um todo é positivo.;positivo
Plano de carreira e crescimento dentro da empresa ainda restrito, mas a empresa está trabalhando em melhorar esses processos internos. Muito comum fazer o trabalho de outras pessoas por conta de falta de integração com algumas áreas, o que causa um trabalho extra e sobrecarga em alguns momentos.;negativo
"Salario acima do Mercado ; Possibilidade de viagens internacionais e conhecer o metodo de trabalho americano. Home office tambem e um diferencial. A copa sempre possui algumas coisas de graca e os beneficios sao bons (tem que melhorar um pouco a parte hospitalar, muito copay).";positivo
"Fica dificil ""sair"" da empresa, devido ao salario pago. Existem diversos aspectos negativos: mudar de area requer muita politicagem , vagas de perfis tecnicos abrem somente nos Estados Unidos ou Costa Rica, a equipe de RH e facilities/toda a parte da subsidiaria que trabalha para os funcionarios que trabalham para os clientes e uma piada. A empresa parece nao tomar conta de equipes que trabalham no metodo de funcionario que reporta para gerentes internacionais, dificultando muito o crescimento interno. Alias, para um funcionario que reporta a gerentes internacionais, a unica maneira de crescer seria ir morar fora do Brasil ou fazer amizades e politicagem com areas da subsidiaria.";negativo
"A Microsoft é uma empresa muito boa no geral; trabalho flexível mesmo antes da pandemia, benefícios bons, remuneração interessante, viagens pela empresa, eventos, oportunidades de treinamentos e certificações Microsoft gratuitas para FTEs";positivo
"A subsidiária do Brasil é absurdamente caótica; não há uma equipe de RH responsável pelos funcionários adequadamente, a movimentação interna na empresa é difícil, gerando diversos empregados insatisfeitos e com carreira estagnada; muitos gerentes que não ligam para os funcionários e estão nas suas posições apenas por conta de contatos. Basicamente, para se crescer dentro da empresa é mais essencial ter boas relações com certas pessoas do que desempenhar um bom trabalho. Diversidade e Inclusão existe apenas para o mundo externo ver e achar bonito; a realidade na empresa é completamente diferente.";negativo
Salário compativel com o mercado, excelentes benefícios, oportunidade de trabalhar em praticamente qualquer lugar do mundo, valoriza profissionais técnicos, treinamentos e eventos internos de alto nível, ótimo ambiente de trabalho, flexibilidade de horário, home office, valores da empresa são muito bem definidos, empresa ética, ótima comunicação da estratégia da empresa, equipamentos de trabalho de excelente qualidade e suporte interno para qualquer tipo de problema.;positivo
Desenvolvimento de carreira é um pouco lento, comunicação entre as áreas de serviços e comercial precisa melhorar, RH do Brasil é muito fraco e pouco atuante, porém, a estrutura global da empresa supre essa falha.;negativo
O ambiente organizacional da Microsoft é um de seus grandes diferenciais. A facilidade de mudanças e crescimento lateral, oportunidades fora do país, oportunidades de estudos e trabalho com novas tecnologias, abertura para propor soluções inovadoras. Além do escritório ser agradável e bem localizado.;positivo
Uma certa dificuldade em ingressar em grupos consolidados, exigindo o desenvolvimento de habilidades de relacionamento mais complexas (entender a cultura organizacional da empresa) para negociar com os que já estão nas áreas há mais tempo.;negativo
Ambiente de trabalho agradável, profissionais e gerentes em geral muito capacitados dando assim ao estagiário uma ótima possibilidade de aprendizado, o peso da empresa no currículo é muito bom, gestão de carreiras e oportunidades de crescimento existem e são realmente efetivas.;positivo
Embora exista um grande foco na carreira, todo o crescimento dentro da empresa depende da abertura de vagas já existentes, o que nos tempos de crise que passamos hoje é extremamente raro. Embora muitas oportunidades existam, a probabilidade de um ótimo profissional não ter espaço no quadro de funcionários é grande.;negativo
O gerente é muito aberto para conversas e eles reconhecem quando você sabe o que precisa ser feito e mantém suas métricas. Muito liberais quanto aos horários sendo assim você tem liberdade de fazer o que precisa da sua vida pessoal;positivo
Eu não vejo pontos negativos desde que iniciei, acredito que toda empresa tenha seus pontos negativos mas depende de cada pessoa e da sua capacidade de se adaptar.;negativo
Ambiente descontraído e informal, pessoas excelentes, diversas oportunidades de aprendizado, possibilidade de participar de diversos projetos impactantes em várias áreas diferentes, cultura forte e presente, mobilidade (home office e horário flexível) lideranças acessíveis e motivadoras e etc.;positivo
Burocracia em excesso, chances de efetivação dos estagiários como funcionário Microsoft são quase nulas, alta carga operacional, para crescer na empresa você vai ter que trabalhar muito mais do que a carga horária padrão incluindo férias, feriados e finais de semana, embora isso não seja ordenado, é meio que algo implícito na cultura da empresa.;negativo
Ambiente open space, qualidade de vida, horários flexíveis. Acesso fácil a executivo de todos os levels. É possível tomar um café com um diretor por eles estão super abertos a conversas. O growth mindset está intrisico na empresa.;positivo
Poucas vagas abertas no Brasil, mas muitas vagas novas na empresa la fora. Estagiários são selecionados em faculdades mais conceituadas, muitas vezes não precisam necessariamente da remuneração, o que causa uma soberba.;negativo
Pouca hierarquização, alta gerência muito próxima de toda a empresa, pessoas muito competentes, ótimos líderes, foco no desenvolvimento do funcionário, boa qualidade de vida, ambiente informal, clima cooperativo, muita abertura para contribuições e novas ideias.;positivo
"Burocratização, processos difíceis de entender e cumprir, ""richa"" e menosprezo com relação a empresas concorrentes";negativo
O ponto principal em se trabalhar na Microsoft é o nome MICROSOFT. Ele abre muitas portas. O ambiente de trabalho era bem legal, com um toque artístico e criativo. Sempre há reformas para melhorar as estações de trabalho e a Copa tem itens gratuitos para os funcionários. A carga de trabalho era equilibrada, mas geralmente tem tanta gente acima de você que fica difícil mostrar a sua importância ou o seu diferencial.;positivo
